table_id,column_id,of_variable,of_type,with_entry
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Loisel, Julie (julieloisel@tamu.edu) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Loisel, Julie (julieloisel@tamu.edu) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Loisel, Julie (julieloisel@tamu.edu) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
